what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852114313
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852114487
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852114666
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1475852120507
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852121765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852122844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852125282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852145118
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852147335
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852147833
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852148395
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852148703
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852148939
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852149343
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852149857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852152706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852153241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852155469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1475852156535
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852173334
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.StepOver",1475852174293
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1475852176070
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1475852176141
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852178336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852180019
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1475852183317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852186524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1475852187531
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1475852188418
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1475852188503
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.BreakpointView",1475852189659
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1475852190680
